Ohio_STR;TEACHERS;GLOBAL LIQUIDITY RESERVE;;;INTERNATIONAL FUNDS;;GLOBAL CUSTODIAN LIQUIDITY RESERVE;I-GLR;0
Ohio_STR;TEACHERS;UBS GROUP AG;;;INTERNATIONAL COMMON STOCKS;92,547.00;INTERNAL EAFE TOPDOWN;I-PAN;1
Ohio_STR;TEACHERS;UNIBAIL-RODAMCO-WESTFILED;;;INTERNATIONAL COMMON STOCKS;3,014.00;INTERNAL EAFE TOPDOWN;I-PAN;1
Ohio_STR;TEACHERS;UNICREDIT SPA;;;INTERNATIONAL COMMON STOCKS;83,301.00;INTERNAL EAFE TOPDOWN;I-PAN;1
Ohio_STR;TEACHERS;UNILEVER NV CERT.;;;INTERNATIONAL COMMON STOCKS;19,605.00;INTERNAL EAFE TOPDOWN;I-PAN;1
Ohio_STR;TEACHERS;UOL GROUP;;;INTERNATIONAL COMMON STOCKS;266,288.00;INTERNAL EAFE TOPDOWN;I-PAN;1
Ohio_STR;TEACHERS;UOL GROUP LTD;;;INTERNATIONAL COMMON STOCKS;368,000.00;INTERNAL EAFE TOPDOWN;I-PAN;1
Ohio_STR;TEACHERS;UPM-KYMMENE CORP F;;;INTERNATIONAL COMMON STOCKS;103,227.00;INTERNAL EAFE TOPDOWN;I-PAN;1
Ohio_STR;TEACHERS;VESTAS WIND SYSTEMS A/S;;;INTERNATIONAL COMMON STOCKS;25,558.00;INTERNAL EAFE TOPDOWN;I-PAN;1
Ohio_STR;TEACHERS;VINCI GTM;;;INTERNATIONAL COMMON STOCKS;16,680.00;INTERNAL EAFE TOPDOWN;I-PAN;1
Ohio_STR;TEACHERS;VIVENDI UNIVERSAL EUR;;;INTERNATIONAL COMMON STOCKS;30,953.00;INTERNAL EAFE TOPDOWN;I-PAN;1
Ohio_STR;TEACHERS;VODAFONE GROUP;;;INTERNATIONAL COMMON STOCKS;691,200.00;INTERNAL EAFE TOPDOWN;I-PAN;1
Ohio_STR;TEACHERS;VOEST-ALPINE;;;INTERNATIONAL COMMON STOCKS;42,636.00;INTERNAL EAFE TOPDOWN;I-PAN;1
Ohio_STR;TEACHERS;VOLVO AB-B;;;INTERNATIONAL COMMON STOCKS;37,427.00;INTERNAL EAFE TOPDOWN;I-PAN;1
Ohio_STR;TEACHERS;WEIR GROUP;;;INTERNATIONAL COMMON STOCKS;16,287.00;INTERNAL EAFE TOPDOWN;I-PAN;1
Ohio_STR;TEACHERS;WEST JAPAN RAILWAY JPY50000;;;INTERNATIONAL COMMON STOCKS;30,002.00;INTERNAL EAFE TOPDOWN;I-PAN;1
Ohio_STR;TEACHERS;WILMAR INTERNATIONAL LTD SGD;;;INTERNATIONAL COMMON STOCKS;381,627.00;INTERNAL EAFE TOPDOWN;I-PAN;1
Ohio_STR;TEACHERS;WPP GROUP;;;INTERNATIONAL COMMON STOCKS;79,737.00;INTERNAL EAFE TOPDOWN;I-PAN;1
Ohio_STR;TEACHERS;YARA INTERNATIONAL ASA;;;INTERNATIONAL COMMON STOCKS;34,233.00;INTERNAL EAFE TOPDOWN;I-PAN;1
Ohio_STR;TEACHERS;PANAGORA - CASH;;;INTERNATIONAL FUNDS;0.00;INTERNAL EAFE TOPDOWN;I-PAN;1
Ohio_STR;TEACHERS;PANAGORA - LQR;;;INTERNATIONAL FUNDS;124,982.34;INTERNAL EAFE TOPDOWN;I-PAN;1
Ohio_STR;TEACHERS;TEVA PHARMACEUTICAL;;;COMMON STOCK;609,502.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;3 I GROUP;;;INTERNATIONAL COMMON STOCKS;902,014.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;A P MOLLER - MAERSK A/S - A;;;INTERNATIONAL COMMON STOCKS;2,947.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;A P MOLLER MAERSK A/S;;;INTERNATIONAL COMMON STOCKS;5,125.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ABERDEEN ASSET MGMT PLC;;;INTERNATIONAL COMMON STOCKS;231,304.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ACTELION LTD;;;INTERNATIONAL COMMON STOCKS;8,243.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ADMIRAL GROUP;;;INTERNATIONAL COMMON STOCKS;226,758.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ADP;;;INTERNATIONAL COMMON STOCKS;3,096.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;AEON CO LTD;;;INTERNATIONAL COMMON STOCKS;126,700.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;AGEAS SA;;;INTERNATIONAL COMMON STOCKS;101,306.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;AGGREKO PLC;;;INTERNATIONAL COMMON STOCKS;195,566.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;AGL ENERGY LTD;;;INTERNATIONAL COMMON STOCKS;103,464.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;AGRIUM INC;;;INTERNATIONAL COMMON STOCKS;10,925.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;AIR LIQUIDE;;;INTERNATIONAL COMMON STOCKS;24,689.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;AISIN SEIKI;;;INTERNATIONAL COMMON STOCKS;15,415.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ALIMENTATION COUCHE-TARD -B;;;INTERNATIONAL COMMON STOCKS;36,278.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ALLIANZ AG NPV(REG;;;INTERNATIONAL COMMON STOCKS;141,441.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ALTICE NV - A;;;INTERNATIONAL COMMON STOCKS;159,390.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ANDRITZ AG;;;INTERNATIONAL COMMON STOCKS;182,017.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ANGLO AMERICAN ORD;;;INTERNATIONAL COMMON STOCKS;380,705.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ANHEUSER-BUSCH IN BEV;;;INTERNATIONAL COMMON STOCKS;258,073.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ARCELORMITTAL;;;INTERNATIONAL COMMON STOCKS;1,157,516.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ARYZTA AG;;;INTERNATIONAL COMMON STOCKS;40,118.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ASAHI BREWERIES Y5;;;INTERNATIONAL COMMON STOCKS;223,594.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ASML HOLDING NV;;;INTERNATIONAL COMMON STOCKS;84,287.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ASSIC GENERALI SPA;;;INTERNATIONAL COMMON STOCKS;487,220.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ASSOCD BRIT FOODS;;;INTERNATIONAL COMMON STOCKS;10,277.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ASTRAZENECA GBP 0.;;;INTERNATIONAL COMMON STOCKS;103,842.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ATOS ORIGIN SA;;;INTERNATIONAL COMMON STOCKS;79,935.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;AUSTRALIA + NEW ZEALAND BANK;;;INTERNATIONAL COMMON STOCKS;34,370.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;AVIVA PLC;;;INTERNATIONAL COMMON STOCKS;517,414.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;AXA EUR 2.29;;;INTERNATIONAL COMMON STOCKS;557,482.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;BALOISE HOLDING;;;INTERNATIONAL COMMON STOCKS;19,811.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;BANCA MONTE DEI PASCHI SIENA;;;INTERNATIONAL COMMON STOCKS;65,207.10;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;BANCO POPOLARE SCARL;;;INTERNATIONAL COMMON STOCKS;147,803.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;BANK LEUMI LE-ISRAEL;;;INTERNATIONAL COMMON STOCKS;1,526,278.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;BANK OF KYOTO LTD/THE;;;INTERNATIONAL COMMON STOCKS;95,000.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;BANK OF MONTREAL;;;INTERNATIONAL COMMON STOCKS;10,550.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;BANK OF NOVA SCOTIA;;;INTERNATIONAL COMMON STOCKS;40,224.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;BARCLAYS PLC ORD G;;;INTERNATIONAL COMMON STOCKS;1,768,440.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;BASF AG DEM ORD SH;;;INTERNATIONAL COMMON STOCKS;163,706.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;BAYER AG COM NPV;;;INTERNATIONAL COMMON STOCKS;146,546.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;BAYERISCHE MOTOREN WERKE;;;INTERNATIONAL COMMON STOCKS;59,099.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;BAYERISCHE MOTOREN;;;INTERNATIONAL COMMON STOCKS;28,983.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;BEZEQ ISRAEL TELCM;;;INTERNATIONAL COMMON STOCKS;4,705,167.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;BG GROUP ORD;;;INTERNATIONAL COMMON STOCKS;80,364.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;BGP NPV;;;INTERNATIONAL COMMON STOCKS;355,102.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;BHP GROUP PLC;;;INTERNATIONAL COMMON STOCKS;136,544.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;BHP LIMITED;;;INTERNATIONAL COMMON STOCKS;124,282.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;BIC FRF 25.0;;;INTERNATIONAL COMMON STOCKS;32,480.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;BK HAPOALIM BM ILS;;;INTERNATIONAL COMMON STOCKS;1,166,219.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;BNP PARIBAS;;;INTERNATIONAL COMMON STOCKS;203,947.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;BOMBARDIER INC B;;;INTERNATIONAL COMMON STOCKS;211,959.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;BOSKALIS WESTMINSTER;;;INTERNATIONAL COMMON STOCKS;115,069.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;BOUYGUES;;;INTERNATIONAL COMMON STOCKS;55,058.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;BP PLC;;;INTERNATIONAL COMMON STOCKS;1,331,172.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;BRAMBLES INDS LTD;;;INTERNATIONAL COMMON STOCKS;77,279.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;BRIDGESTONE CORP J;;;INTERNATIONAL COMMON STOCKS;489,385.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;BRIT AMER TOBACCO;;;INTERNATIONAL COMMON STOCKS;264,198.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;BRITISH LAND CO OR;;;INTERNATIONAL COMMON STOCKS;253,185.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;BRITISH SKY BROADC;;;INTERNATIONAL COMMON STOCKS;514,654.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;BROOKFIELD ASSET;;;INTERNATIONAL COMMON STOCKS;101,299.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;BROTHER INDUSTRIES;;;INTERNATIONAL COMMON STOCKS;22,552.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;BT GROUP;;;INTERNATIONAL COMMON STOCKS;3,339,528.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;CANADIAN NATL RAILWAY CO;;;INTERNATIONAL COMMON STOCKS;7,055.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;CANADIAN TIRE CORP -CL A;;;INTERNATIONAL COMMON STOCKS;9,180.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;CANON INC JPY50;;;INTERNATIONAL COMMON STOCKS;132,452.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;CAP GEMINI FRF 40.;;;INTERNATIONAL COMMON STOCKS;151,926.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;CARLSBERG A/S;;;INTERNATIONAL COMMON STOCKS;21,792.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;CARNIVAL PLC;;;INTERNATIONAL COMMON STOCKS;53,972.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;CASINO GUICH-PERR;;;INTERNATIONAL COMMON STOCKS;53,768.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;CASIO COMPUTER CO;;;INTERNATIONAL COMMON STOCKS;94,838.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;CENTRAL JAPAN RWY;;;INTERNATIONAL COMMON STOCKS;72,545.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;CGI GROUP INC;;;INTERNATIONAL COMMON STOCKS;29,982.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;CHIBA BANK Y50;;;INTERNATIONAL COMMON STOCKS;27,000.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;CHUBU ELECTRIC POWER CO INC;;;INTERNATIONAL COMMON STOCKS;320,600.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;CHUGOKU BANK LTD;;;INTERNATIONAL COMMON STOCKS;299,333.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;CHUGOKU ELECTRIC POWER CO;;;INTERNATIONAL COMMON STOCKS;232,800.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;CI FINANCIAL CORP;;;INTERNATIONAL COMMON STOCKS;95,841.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;CITIZEN WATCH CO J;;;INTERNATIONAL COMMON STOCKS;230,400.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;CNH INDUSTRIAL NV;;;INTERNATIONAL COMMON STOCKS;280,814.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;COLOPLAST-B;;;INTERNATIONAL COMMON STOCKS;96,000.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;COLRUYT NV ORD BEF;;;INTERNATIONAL COMMON STOCKS;60,732.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;COMMENWEALTH BK OF;;;INTERNATIONAL COMMON STOCKS;51,853.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;COMMERZBANK AG ORD NPV;;;INTERNATIONAL COMMON STOCKS;128,219.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;COMPASS GROUP;;;INTERNATIONAL COMMON STOCKS;104,001.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;CONCORDIA FINANCIAL GROUP LT;;;INTERNATIONAL COMMON STOCKS;1,988,210.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;CONTINENTAL AG NPV;;;INTERNATIONAL COMMON STOCKS;23,397.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;CREDIT AGRICOLE;;;INTERNATIONAL COMMON STOCKS;161,183.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;CREDIT SUISSE GROUP AG;;;INTERNATIONAL COMMON STOCKS;217,532.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;CRESCENT POINT ENERGY TRUST;;;INTERNATIONAL COMMON STOCKS;42,362.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;CSF THOMSON FRF20;;;INTERNATIONAL COMMON STOCKS;107,082.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;CSL LTD/AUSTRALIA;;;INTERNATIONAL COMMON STOCKS;34,049.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;DAI NIPPON PRINTNG;;;INTERNATIONAL COMMON STOCKS;447,700.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;DAICEL CHEM INDS Y;;;INTERNATIONAL COMMON STOCKS;502,932.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;DAI-ICHI LIFE INSURANCE;;;INTERNATIONAL COMMON STOCKS;146,900.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;DAIMLER-BENZ AG;;;INTERNATIONAL COMMON STOCKS;255,848.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;DANSKE BANK;;;INTERNATIONAL COMMON STOCKS;320,105.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;DASSAULT SYSTEMES;;;INTERNATIONAL COMMON STOCKS;61,097.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;DDI CORPORATION;;;INTERNATIONAL COMMON STOCKS;893,271.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;DELEK GRP LTD TASE;;;INTERNATIONAL COMMON STOCKS;7,112.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;DELHAIZE-LE LION N;;;INTERNATIONAL COMMON STOCKS;48,670.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;DEN NORSKE BANK NO;;;INTERNATIONAL COMMON STOCKS;775,909.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;DEUTSCHE BANK AG O;;;INTERNATIONAL COMMON STOCKS;155,224.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;DEUTSCHE LUFTHANSA;;;INTERNATIONAL COMMON STOCKS;168,583.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;DEUTSCHE POST AG;;;INTERNATIONAL COMMON STOCKS;119,419.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;DEUTSCHE TELEKOM;;;INTERNATIONAL COMMON STOCKS;858,954.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;DEUTSCHE WOHNEN AG-BR;;;INTERNATIONAL COMMON STOCKS;260,903.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;DEXIA;;;INTERNATIONAL COMMON STOCKS;1.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;DEXUS PROPERTY GROUP;;;INTERNATIONAL COMMON STOCKS;176,697.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;DOLLARAMA INC;;;INTERNATIONAL COMMON STOCKS;35,773.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;DSV, DE SAMMENSLUT VOGN;;;INTERNATIONAL COMMON STOCKS;126,956.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;E.ON SE;;;INTERNATIONAL COMMON STOCKS;295,388.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;EADS NV;;;INTERNATIONAL COMMON STOCKS;168,764.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;EAST JAPAN RAILWAY;;;INTERNATIONAL COMMON STOCKS;69.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;EDENRED;;;INTERNATIONAL COMMON STOCKS;11,375.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ELDORADO GOLD CORPORATION;;;INTERNATIONAL COMMON STOCKS;40,997.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ELECTRIC POWER DEVELOPMENT;;;INTERNATIONAL COMMON STOCKS;73,183.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;EMPIRE CO LTD "A";;;INTERNATIONAL COMMON STOCKS;446.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ENEL SPA;;;INTERNATIONAL COMMON STOCKS;3,744,145.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ENGIE;;;INTERNATIONAL COMMON STOCKS;136,603.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ENI SPA;;;INTERNATIONAL COMMON STOCKS;670,690.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;EQUINOR;;;INTERNATIONAL COMMON STOCKS;730,782.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ERICSSON LM-B;;;INTERNATIONAL COMMON STOCKS;353,066.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ERSTE GROUP BANK;;;INTERNATIONAL COMMON STOCKS;695,665.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;ESSILOR INTERNATIONAL;;;INTERNATIONAL COMMON STOCKS;64,828.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;EUTELSAT COMMUNICATIONS;;;INTERNATIONAL COMMON STOCKS;82,642.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;EXOR NV;;;INTERNATIONAL COMMON STOCKS;111,851.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;EXPERIAN PLC;;;INTERNATIONAL COMMON STOCKS;231,262.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;FAIRFAX FINANCIAL HLDGS LTD;;;INTERNATIONAL COMMON STOCKS;7,186.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;FIAT CHRYSLER AUTOMOBILES NV;;;INTERNATIONAL COMMON STOCKS;503,891.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;FINNING INTERNATIONAL INC;;;INTERNATIONAL COMMON STOCKS;14.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;FIRST CAPITAL REALTY INC;;;INTERNATIONAL COMMON STOCKS;60,413.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;FIRST QUANTUM MINERALS LTD;;;INTERNATIONAL COMMON STOCKS;371,075.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;FORTESCUE METALS GROUP LTD;;;INTERNATIONAL COMMON STOCKS;360,876.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;FRANCE TELECOM SA;;;INTERNATIONAL COMMON STOCKS;446,026.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;FRAPORT AG;;;INTERNATIONAL COMMON STOCKS;24,877.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;FRESENIUS MEDICAL CARE AG &;;;INTERNATIONAL COMMON STOCKS;151,260.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;FRESENIUS SE & CO KGAA;;;INTERNATIONAL COMMON STOCKS;270,189.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;FUJI HEAVY INDUSTRIES LTD;;;INTERNATIONAL COMMON STOCKS;155,662.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
Ohio_STR;TEACHERS;FUJIFILM HOLDINGS CORP;;;INTERNATIONAL COMMON STOCKS;614,039.00;EAFE QUANTITATIVE PORTFOLIO;I-QUAN;1
