Ohio_STR;TEACHERS;GLOBAL LIQUIDITY RESERVE;;;INTERNATIONAL FUNDS;;GLOBAL CUSTODIAN LIQUIDITY RESERVE;I-GLR;0
Ohio_STR;TEACHERS;BAKER HUGHES A GE COMPANY;;;COMMON STOCK;7,032.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;BALL CORPORATION;;;COMMON STOCK;9,521.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;BANK OF AMERICA CORP.;;;COMMON STOCK;31,870.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;BARD C. R. INC.;;;COMMON STOCK;5,653.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;BAXTER INTL;;;COMMON STOCK;9,795.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;BB&T CORPORATION;;;COMMON STOCK;27,167.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;BECTON DICKINSON & COMPANY;;;COMMON STOCK;4,988.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;BED BATH & BEYOND INC;;;COMMON STOCK;7,869.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;BERKSHIRE HATHAWAY INC.;;;COMMON STOCK;5,638.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;BEST BUY COMPANY INC;;;COMMON STOCK;37,953.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;BIOMARIN PHARMACEUTICAL;;;COMMON STOCK;6,535.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;BLACKROCK INC;;;COMMON STOCK;705.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;BOEING CO;;;COMMON STOCK;3,813.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;BOOKING HOLDINGS INC;;;COMMON STOCK;319.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;BORG WARNER INC.;;;COMMON STOCK;4,208.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;BOSTON SCIENTIFIC CORP.;;;COMMON STOCK;43,092.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;BRISTOL-MYERS SQUIBB;;;COMMON STOCK;5,299.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;BROADCOM CORP;;;COMMON STOCK;16,964.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;BROADCOM LTD;;;COMMON STOCK;2,242.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;BROWN-FORMAN -CL B;;;COMMON STOCK;8,398.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;BUNGE LIMITED;;;COMMON STOCK;22,708.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;C A INC.;;;COMMON STOCK;22,478.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;C.H.ROBINSON WORLDWIDE INC;;;COMMON STOCK;16,404.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;CABOT OIL & GAS CORP.;;;COMMON STOCK;21,869.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;CAMERON INTL CORP.;;;COMMON STOCK;29,611.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;CAMPBELL SOUP CO.;;;COMMON STOCK;28,441.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;CAPITAL ONE FINANCIAL CORP.;;;COMMON STOCK;8,083.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;CARDINAL HEALTH INC.;;;COMMON STOCK;10,138.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;CARMAX INC.;;;COMMON STOCK;3,776.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;CARNIVAL CORP;;;COMMON STOCK;13,726.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;CATERPILLAR INC.;;;COMMON STOCK;2,689.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;CBRE GROUP INC;;;COMMON STOCK;12,530.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;CELANESE CORP-SERIES A;;;COMMON STOCK;15,409.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;CELGENE CORP;;;COMMON STOCK;1,992.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;CENTERPOINT ENERGY INC;;;COMMON STOCK;59,753.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;CENTURYLINK INC;;;COMMON STOCK;20,241.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;CERNER CORP.;;;COMMON STOCK;4,943.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;CF INDUSTRIES HOLDINGS INC;;;COMMON STOCK;28,993.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;CHARTER COMMUNICATION-A;;;COMMON STOCK;7,420.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;CHECK POINT SOFTWARE TECH;;;COMMON STOCK;19,303.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;CHEVRON CORP.;;;COMMON STOCK;4,413.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;CHIPOTLE MEXICAN GRILL - CL A;;;COMMON STOCK;1,003.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;CHUBB CORP;;;COMMON STOCK;12,852.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;CHUBB LIMITED;;;COMMON STOCK;6,207.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;CHURCH & DWIGHT INC;;;COMMON STOCK;18,261.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;CIGNA CORP.;;;COMMON STOCK;14,632.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;CIMAREX ENERGY;;;COMMON STOCK;13,239.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;CINCINNATI FINANCIAL CORP.;;;COMMON STOCK;24,323.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;CISCO SYSTEMS;;;COMMON STOCK;27,213.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;CIT GROUP INC;;;COMMON STOCK;39,967.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;CITIGROUP INC.;;;COMMON STOCK;5,490.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;CITIZENS FINANCIAL GROUP;;;COMMON STOCK;18,058.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;CITRIX SYSTEMS INC;;;COMMON STOCK;16,374.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;CLOROX COMPANY;;;COMMON STOCK;21,115.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;CME GROUP INC;;;COMMON STOCK;28,412.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;CMS ENERGY CORP;;;COMMON STOCK;43,694.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;COCA COLA CO.;;;COMMON STOCK;7,050.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;COCA-COLA EUROPEAN;;;COMMON STOCK;19,078.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;COGNIZANT TECH SOLUTIONS;;;COMMON STOCK;3,663.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;COLGATE PALMOLIVE;;;COMMON STOCK;4,437.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;COMCAST CORP - CL A;;;COMMON STOCK;14,723.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;COMERICA INC.;;;COMMON STOCK;21,254.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;CONAGRA BRANDS INC;;;COMMON STOCK;74,700.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;CONCHO RESOURCES INC;;;COMMON STOCK;18,579.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;CONOCOPHILLIPS;;;COMMON STOCK;5,889.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;CONSOLIDATED EDISON INC.;;;COMMON STOCK;17,843.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;CONSTELLATION BRANDS INC-A;;;COMMON STOCK;11,089.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;CORNING INC;;;COMMON STOCK;11,926.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;COSTCO WHOLESALE CORP.;;;COMMON STOCK;4,440.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;CROWN CASTLE INTL CO;;;COMMON STOCK;13,102.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;CSX CORP.;;;COMMON STOCK;7,192.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;CUMMINS INC.;;;COMMON STOCK;1,495.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;CVS HEALTH CORP;;;COMMON STOCK;11,003.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;D.R. HORTON INC.;;;COMMON STOCK;14,485.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;DANAHER CORP;;;COMMON STOCK;10,213.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;DARDEN RESTAURANTS INC;;;COMMON STOCK;5,964.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;DAVITA INC;;;COMMON STOCK;26,249.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;DEERE & CO.;;;COMMON STOCK;15,495.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;DELTA AIR LINES INC;;;COMMON STOCK;14,931.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;DENTSPLY SIRONA INC;;;COMMON STOCK;27,445.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;DEVON ENERGY CORPORATION;;;COMMON STOCK;4,595.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;DISCOVER FINANCIAL;;;COMMON STOCK;9,846.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;DISH NETWORK CORP;;;COMMON STOCK;10,411.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;DISNEY (WALT) CO.;;;COMMON STOCK;7,137.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;DOLLAR GENERAL CORP.;;;COMMON STOCK;15,858.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;DOLLAR TREE INC;;;COMMON STOCK;11,071.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;DOMINION ENERGY INC;;;COMMON STOCK;2,571.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;DOVER CORP.;;;COMMON STOCK;11,886.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;DOWDUPONT INC.;;;COMMON STOCK;7,210.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;DTE ENERGY COMPANY;;;COMMON STOCK;13,845.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;DUKE ENERGY CORPORATION;;;COMMON STOCK;15,726.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;E I DUPONT DE NEM.;;;COMMON STOCK;3,720.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;E*TRADE FINANCIAL CORP;;;COMMON STOCK;24,462.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;EASTMAN CHEMICAL CO.;;;COMMON STOCK;3,225.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;EATON CORP PLC;;;COMMON STOCK;4,130.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;EBAY INC;;;COMMON STOCK;70,959.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;ECOLAB INC;;;COMMON STOCK;4,335.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;EDISON INTERNATIONAL;;;COMMON STOCK;15,996.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;EDWARDS LIFESCIENCES;;;COMMON STOCK;10,716.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;ELECTRONIC ARTS INC;;;COMMON STOCK;18,349.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;ELI LILLY & COMPANY;;;COMMON STOCK;11,475.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;EMC CORP;;;COMMON STOCK;27,253.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;EMERSON ELECTRIC CO;;;COMMON STOCK;2,709.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;ENDO INTL PLC;;;COMMON STOCK;6,167.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;ENTERGY CORP.;;;COMMON STOCK;15,292.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;EOG RESOURCES INC;;;COMMON STOCK;3,937.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;EQT CORP;;;COMMON STOCK;11,382.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;EQUIFAX INC;;;COMMON STOCK;10,910.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;ESTEE LAUDER CO.;;;COMMON STOCK;10,554.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;EVERSOURCE ENERGY;;;COMMON STOCK;22,301.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;EXELON CORP;;;COMMON STOCK;39,805.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;EXPEDIA GROUP INC;;;COMMON STOCK;8,619.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;EXPEDITORS INT'L. WASH INC.;;;COMMON STOCK;27,350.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;EXPRESS SCRIPTS HOLDING CO;;;COMMON STOCK;19,665.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;EXXON MOBIL CORPORATION;;;COMMON STOCK;6,957.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;F5 NETWORKS INC;;;COMMON STOCK;3,554.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;FACEBOOK INC-A;;;COMMON STOCK;6,258.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;FASTENAL CO;;;COMMON STOCK;7,416.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;FEDEX CORPORATION;;;COMMON STOCK;3,183.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;FIDELITY NATIONAL FINANCIAL;;;COMMON STOCK;28,935.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;FIDELITY NATIONAL INFORMATION;;;COMMON STOCK;21,912.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;FIFTH THIRD BANCORP;;;COMMON STOCK;49,148.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;FIRST ENERGY CORP.;;;COMMON STOCK;31,682.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;FIRST REPUBLIC BANK;;;COMMON STOCK;8,100.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;FISERV INC. WISCONSIN;;;COMMON STOCK;10,990.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;FLEETCOR TECH INC;;;COMMON STOCK;5,185.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;FLUOR CORP;;;COMMON STOCK;7,302.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;FOOT LOCKER INC;;;COMMON STOCK;5,395.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;FORD MOTOR COMPANY;;;COMMON STOCK;42,058.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;FORTUNE BRANDS HOME &;;;COMMON STOCK;8,615.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;FRANKLIN RESOURCES INC;;;COMMON STOCK;3,873.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;FREEPORT MCMORAN COOPER &;;;COMMON STOCK;17,665.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;GENERAL DYNAMICS CORP.;;;COMMON STOCK;5,413.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;GENERAL ELECTRIC CO;;;COMMON STOCK;34,731.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;GENERAL MILLS INC;;;COMMON STOCK;15,681.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;GENERAL MOTORS CO;;;COMMON STOCK;13,700.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;GENUINE PARTS CO;;;COMMON STOCK;5,139.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;GILEAD SCIENCES INC.;;;COMMON STOCK;2,749.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;GLOBAL PAYMENTS INC;;;COMMON STOCK;6,032.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;GOLDMAN SACHS GROUP INC;;;COMMON STOCK;3,857.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;GOODYEAR T & R;;;COMMON STOCK;12,637.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;GRAINGER W W INC;;;COMMON STOCK;2,418.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;H & R BLOCK INC.;;;COMMON STOCK;16,374.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;HALLIBURTON COMPANY;;;COMMON STOCK;5,486.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;HANESBRANDS INC;;;COMMON STOCK;30,558.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;HARLEY-DAVIDSON INC;;;COMMON STOCK;4,574.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;HARMAN INTERNATIONAL;;;COMMON STOCK;3,702.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;HARRIS CORP.;;;COMMON STOCK;13,802.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;HARTFORD FINL SERVICES;;;COMMON STOCK;20,994.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;HASBRO INC;;;COMMON STOCK;4,061.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;HENRY SCHEIN INC;;;COMMON STOCK;10,582.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;HERSHEY COMPANY;;;COMMON STOCK;2,996.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;HESS CORP.;;;COMMON STOCK;3,848.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;HILTON WORLDWIDE HOLDINGS;;;COMMON STOCK;4,623.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;HOLLYFRONTIER CORP;;;COMMON STOCK;38,791.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;HOLOGIC INC.;;;COMMON STOCK;7,834.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;HOME DEPOT INC.;;;COMMON STOCK;3,936.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;HONEYWELL INTERNATIONAL INC;;;COMMON STOCK;1,540.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;HORMEL FOODS CORP;;;COMMON STOCK;6,228.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;HP INC;;;COMMON STOCK;48,510.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;HUMANA INC.;;;COMMON STOCK;7,807.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;HUNTINGTON BANCSHARES;;;COMMON STOCK;190,876.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;IHS INC-CLASS A;;;COMMON STOCK;2,007.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;ILLINOIS TOOL WORKS;;;COMMON STOCK;2,160.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;INCYTE CORP;;;COMMON STOCK;6,923.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;INGERSOLL-RAND PLC;;;COMMON STOCK;6,324.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;INTEL CORP.;;;COMMON STOCK;30,338.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;INTERCONTINENTAL EXCHANGE;;;COMMON STOCK;6,422.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;INTERNATIONAL PAPER;;;COMMON STOCK;5,957.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;INTERNATL FLAVORS &;;;COMMON STOCK;5,381.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;INTERPUBLIC GROUP;;;COMMON STOCK;26,006.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;INTL BUS MACH CORP;;;COMMON STOCK;3,811.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;INTUIT INC.;;;COMMON STOCK;5,879.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;INVESCO LTD;;;COMMON STOCK;16,921.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;JARDEN CORP;;;COMMON STOCK;10,503.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;JAZZ PHARMACEUTICALS PLC;;;COMMON STOCK;2,372.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;JB HUNT TRANSPORT SERVICES;;;COMMON STOCK;7,090.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;JETBLUE AIRWAYS CORP;;;COMMON STOCK;32,383.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;JM SMUCKER CO;;;COMMON STOCK;17,723.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;JOHNSON & JOHNSON;;;COMMON STOCK;1,973.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;JOHNSON CONTROLS;;;COMMON STOCK;5,265.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;JOHNSON CONTROLS;;;COMMON STOCK;3,819.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;JPMORGAN CHASE & CO.;;;COMMON STOCK;17,166.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;JUNIPER NETWORKS INC;;;COMMON STOCK;61,183.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;KANSAS CITY SOUTHERN INDS;;;COMMON STOCK;3,851.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;KELLOGG CO.;;;COMMON STOCK;9,512.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;KEURIG DR PEPPER INC;;;COMMON STOCK;13,677.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;KEYCORP;;;COMMON STOCK;49,692.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;KIMBERLY-CLARK CORP;;;COMMON STOCK;3,269.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;KINDER MORGAN INC.;;;COMMON STOCK;11,396.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;KLA-TENCOR CORP.;;;COMMON STOCK;4,135.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;KOHLS CORP;;;COMMON STOCK;30,156.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;KROGER CO.;;;COMMON STOCK;13,561.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;L BRANDS INC;;;COMMON STOCK;17,267.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;L3 TECHNOLOGIES INC;;;COMMON STOCK;10,343.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;LABORATORY CRP OF AMER;;;COMMON STOCK;18,525.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;LAM RESEARCH CORP;;;COMMON STOCK;8,249.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;LEAR CORP;;;COMMON STOCK;3,681.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;LENNAR CORPORATION;;;COMMON STOCK;8,391.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;LEVEL 3 COMMUNICATIONS INC;;;COMMON STOCK;16,179.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;LIBERTY GLOBAL PLC;;;COMMON STOCK;24,784.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;LINCOLN NATIONAL CORP;;;COMMON STOCK;14,473.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;LINDE PLC;;;COMMON STOCK;2,106.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;LINEAR TECHNOLOGY CORP;;;COMMON STOCK;9,915.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;LINKEDIN CORP-A;;;COMMON STOCK;2,092.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;LKQ CORP;;;COMMON STOCK;10,960.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;LOCKHEED MARTIN;;;COMMON STOCK;2,311.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;LOEWS CORP;;;COMMON STOCK;27,355.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;LOWE'S COS;;;COMMON STOCK;3,750.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;LYONDELLBASELL IND-CL A;;;COMMON STOCK;5,299.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;M&T BANK CORPORATION;;;COMMON STOCK;14,631.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;MALLINCKRODT PLC;;;COMMON STOCK;4,988.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;MARATHON OIL CORP;;;COMMON STOCK;15,020.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;MARATHON PETROLEUM CORP;;;COMMON STOCK;16,056.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;MARKEL CORP;;;COMMON STOCK;3,168.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;MARRIOTT INT'L INC CL-A;;;COMMON STOCK;5,954.00;SCIBETA USA;AI-LQSB;0
